"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1991_1_047_006","Pulliainen, Erkki",1938,2022,"Male","46-55","1960-2000","Short","kansalaissota","tätä laaja valtaoikeus valtameri tausta meikäläinen ratkaisu syy muistaa vuosisata taho suon kuningas vaihe seurata kansalais#sota tasa#valta kannattaja toivoa vahva hallitsijanvalta presidentti 1920- 1930-luvua pitää yleisesti tärkeä poliittinen jatkuvuus presidentti edustaa sota nousta ulkopolitiikka taitava hoito arvo","tätä laaja valtaoikeus valtameri tausta meikäläinen ratkaisu syy muistaa vuosisata taho suon kuningas vaihe seurata kansalaissota tasavalta kannattaja toivoa vahva hallitsijanvalta presidentti 1920- 1930-luvua pitää yleisesti tärkeä poliittinen jatkuvuus presidentti edustaa sota nousta ulkopolitiikka taitava hoito arvo","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1993_1_125_008","Paloheimo, Eero",1936,NA,"Male","56-65","1960-2000","Very Long","vallankumous","osallistuminen jäädä pohjoismaidenkki esimerkki symbolinen ele todellinen pysyvä vaikutus merkitys prosessi käynnistyä maanosanlaajuisesti teollinen vallankumous usea tavoite hallitus selonteko luku epä#suorasti mainita edellyttää yksittäinen maa laaja yhteis#työ energia tuotanto muuttaa uusiutuva luonnon#vara käytdä saasteettoma riskittömä","osallistuminen jäädä pohjoismaidenkki esimerkki symbolinen ele todellinen pysyvä vaikutus merkitys prosessi käynnistyä maanosanlaajuisesti teollinen vallankumous usea tavoite hallitus selonteko luku epäsuorasti mainita edellyttää yksittäinen maa laaja yhteistyö energia tuotanto muuttaa uusiutuva luonnonvara käytdä saasteettoma riskittömä","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2015_1_041_295","Halmeenpää, Hanna",1976,NA,"Female","36-45","2001-Present","Very Short","vallankumous","sopeuttaminen tarpeen vihreä tavoitella vaalikaus reilusti korkea prosentti työllisyysaste onnistua puolittaa leikkaustarve työllisyyspolitiikka kulmakivi ottaa perus#tulo uusiutuva kotimainen hajasijoittaa energia vallankumous pieni keskisuurten yritys työllistämiskynnys pitää alentaa toiminta#edellytys vahvistaa työllinen määrä kasvattaminen pitää pyrkiä työllisyys#aste muu pohjoismai hallitus budjettiesitys","sopeuttaminen tarpeen vihreä tavoitella vaalikaus reilusti korkea prosentti työllisyysaste onnistua puolittaa leikkaustarve työllisyyspolitiikka kulmakivi ottaa perustulo uusiutuva kotimainen hajasijoittaa energia vallankumous pieni keskisuurten yritys työllistämiskynnys pitää alentaa toimintaedellytys vahvistaa työllinen määrä kasvattaminen pitää pyrkiä työllisyysaste muu pohjoismai hallitus budjettiesitys","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2005_1_097_112","Krohn, Irina",1962,NA,"Female","36-45","2001-Present","Short","vallankumous","kuluttaja pöytä saada ateria tietty laitevalmistaja villi unelma kuulla väittää teknologinen vallankumous kaltainen tekijänoikeus tekniikka mahdollinen interni digi#aika pakottaa semmoinen maailma","kuluttaja pöytä saada ateria tietty laitevalmistaja villi unelma kuulla väittää teknologinen vallankumous kaltainen tekijänoikeus tekniikka mahdollinen interni digiaika pakottaa semmoinen maailma","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1996_1_191_084","Andersson, Janina",1971,NA,"Female","25-35","1960-2000","Long","kapina","periaatteellinen kysymys ed gustafssoni ed eto puhe vahvasti esille tehdä arvovalinta toivoa ihmisyys kapina voittaa sali käydä äänestää tehdä arvovalinta oleda eduskunta materialismi markkinahupua siunaaja muunlainen elämä arvolähtö#kohta oleda","periaatteellinen kysymys ed gustafssoni ed eto puhe vahvasti esille tehdä arvovalinta toivoa ihmisyys kapina voittaa sali käydä äänestää tehdä arvovalinta oleda eduskunta materialismi markkinahupua siunaaja muunlainen elämä arvolähtökohta oleda","Center",0,1
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2008_1_054_008","Sumuvuori, Johanna",1976,NA,"Female","25-35","2001-Present","Short","vallankumous","ilmastokatastrofi vasa ilmastotalkoinen arvoisa puhe#mies liikenne energiankulutuknen yhdyskuntarakentei kulutustottumuksinen tuntua muutos edellyttää valtio ohjaus#toimi ilmasto#muutos torjunta yhteis#kunnallinen teollinen vallankumous pärjätä hyppäää täynen historia riittävästi esimerkki käydä valita toimintalinjaknen jarruttaminen","ilmastokatastrofi vasa ilmastotalkoinen arvoisa puhemies liikenne energiankulutuknen yhdyskuntarakentei kulutustottumuksinen tuntua muutos edellyttää valtio ohjaustoimi ilmastomuutos torjunta yhteiskunnallinen teollinen vallankumous pärjätä hyppäää täynen historia riittävästi esimerkki käydä valita toimintalinjaknen jarruttaminen","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2010_1_122_034","Kasvi, Jyrki",1964,2021,"Male","46-55","2001-Present","Short","vallankumous","meno miljardi puntaa vuosi agenda käsitellä digitaalinen kulttuuri käsitellä valtio#neuvosto kulttuuripoliittinen selonteossaas tietoyhteis#kunta ensisija sosiaalinen kulttuurinen vallankumous teknologinen arvoisa puhe#mies suuri haaste suoma asenne tietoyhteiskuntakehitys politiikka merkitys nähdä katsoa tätä keskustelu tupa tyhjä","meno miljardi puntaa vuosi agenda käsitellä digitaalinen kulttuuri käsitellä valtioneuvosto kulttuuripoliittinen selonteossaas tietoyhteiskunta ensisija sosiaalinen kulttuurinen vallankumous teknologinen arvoisa puhemies suuri haaste suoma asenne tietoyhteiskuntakehitys politiikka merkitys nähdä katsoa tätä keskustelu tupa tyhjä","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1989_1_058_008","Pulliainen, Erkki",1938,2022,"Male","46-55","1960-2000","Very Short","vallankumous","kemikaali toimiminen käydä kaikkein raflaava esimerkki dd n käyttö muistaa koulupoika olle pakkokatsele185 290146b a filmä nimi vihreä vallankumous puhua vihreä liikkei toteuttaa vallankumouknen maa#talous esiintyvä vallankumous käyttää dd tä kasviensuojeluaine loihdita kuva uljaa tulevaisuus","kemikaali toimiminen käydä kaikkein raflaava esimerkki dd n käyttö muistaa koulupoika olle pakkokatsele185 290146b a filmä nimi vihreä vallankumous puhua vihreä liikkei toteuttaa vallankumouknen maatalous esiintyvä vallankumous käyttää dd tä kasviensuojeluaine loihdita kuva uljaa tulevaisuus","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2002_1_058_026","Pulliainen, Erkki",1938,2022,"Male","56-65","2001-Present","Short","vallankumous","lainsäädäntömuuto pitää voida kuvata merkittävyys osa jokin havainnollinen arvoisa puhe#mies tulla mieli sellainen havainto televisio vuosikaus seurata jokin maa#pallo aloittaa vallankumous alkaa radio televisioasema torni vallata arvoisa puhe#mies tapahtua rauhanomaisi merkki valio#kunta yksimielinen viestintämarkkina#laki","lainsäädäntömuuto pitää voida kuvata merkittävyys osa jokin havainnollinen arvoisa puhemies tulla mieli sellainen havainto televisio vuosikaus seurata jokin maapallo aloittaa vallankumous alkaa radio televisioasema torni vallata arvoisa puhemies tapahtua rauhanomaisi merkki valiokunta yksimielinen viestintämarkkinalaki","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2010_1_075_200","Kasvi, Jyrki",1964,2021,"Male","46-55","2001-Present","Short","sisällissota","palkkaa maakunti poliisi kaukaa hataa katsoa suomi historia taaksepäin tulevaisuus kumma historiaka suomi kokea sisällissota sota suurlakko yleislakko vuosi suomi kokea vastaava yhteiskunnallinen mullistus vaarantaisa rakennettaa ydinvoimalalaitos käyttää ydinpolttoaine turvallisuus arvoisa puhe#mies hallitus","palkkaa maakunti poliisi kaukaa hataa katsoa suomi historia taaksepäin tulevaisuus kumma historiaka suomi kokea sisällissota sota suurlakko yleislakko vuosi suomi kokea vastaava yhteiskunnallinen mullistus vaarantaisa rakennettaa ydinvoimalalaitos käyttää ydinpolttoaine turvallisuus arvoisa puhemies hallitus","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2008_1_105_026","Tynkkynen, Oras",1977,NA,"Male","25-35","2001-Present","Long","vallankumous","ratkaista talous ilmastokriisi sama toimen#pide valita ratkaisu elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteis#kunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomi elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteis#kunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomella vahva uusiutuva energia energiatehokkuus osaaminen satsata kestävä ratkaisu koti#maa","ratkaista talous ilmastokriisi sama toimenpide valita ratkaisu elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteiskunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomi elvyttää talous leikata ilmastokuormitus maailma teollinen vallankumous merkitä ripeä siirtyä vähähiilinen yhteiskunta edeltäjänsä teollinen vallankumous tarjota valtava mahdollisuus ymmärtää oikea liike suomella vahva uusiutuva energia energiatehokkuus osaaminen satsata kestävä ratkaisu kotimaa","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1988_1_021_012","Pulliainen, Erkki",1938,2022,"Male","46-55","1960-2000","Very Long","vallankumous","kulttuuripalvelu huippukunto luonnollinen imu potentiaalinen muuttajalle esinä perheenäitia le tuonnepa lähteä isu palvelu kunnossa melkoinen vallankumous nykyinen ajattelu ajatella olla potentiaalisesti arvoisa hallitus tieto toiminta seurata automaattisesti esinä tuoteidea kehittää tuotantopaikka pitää innovaatiokeskus tietenäs suhde vallankumous tuotantoyksikkö sijoiteta vaikkapa haja-asutusaluei kulttuuri palvelu#puoli kunto kokonaisuus syntyydä toisin sanoen","kulttuuripalvelu huippukunto luonnollinen imu potentiaalinen muuttajalle esinä perheenäitia le tuonnepa lähteä isu palvelu kunnossa melkoinen vallankumous nykyinen ajattelu ajatella olla potentiaalisesti arvoisa hallitus tieto toiminta seurata automaattisesti esinä tuoteidea kehittää tuotantopaikka pitää innovaatiokeskus tietenäs suhde vallankumous tuotantoyksikkö sijoiteta vaikkapa haja-asutusaluei kulttuuri palvelupuoli kunto kokonaisuus syntyydä toisin sanoen","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1992_1_110_032","Paloheimo, Eero",1936,NA,"Male","56-65","1960-2000","Long","vallankumous","parantaminen äsken mainita seikka kannattaa kiinnittää huomio edessä yli#päänsä haluta selvitä globaalei puitteissa teollinen vallankumous pyrkiä uusia liikennesysteemi tavaratuotanto energiatuotantkoa työ loputtomasti seuraava sukupolvi suunnata työ","parantaminen äsken mainita seikka kannattaa kiinnittää huomio edessä ylipäänsä haluta selvitä globaalei puitteissa teollinen vallankumous pyrkiä uusia liikennesysteemi tavaratuotanto energiatuotantkoa työ loputtomasti seuraava sukupolvi suunnata työ","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2010_1_052_121","Kasvi, Jyrki",1964,2021,"Male","46-55","2001-Present","Short","vallankumous","ydin#voima turvallisuus edellyttää vakaa yhteis#kunta tapahtuma jäljiltä radio#aktiivinen materiaali katei luonto pystymme takaaa suomi kohta sota vallankumous luonnonkatastrofa seuraava n n pystyä antaa take reaktoreinen jokin poliittinen sotilaallinen","ydinvoima turvallisuus edellyttää vakaa yhteiskunta tapahtuma jäljiltä radioaktiivinen materiaali katei luonto pystymme takaaa suomi kohta sota vallankumous luonnonkatastrofa seuraava n n pystyä antaa take reaktoreinen jokin poliittinen sotilaallinen","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s1990_1_115_049","Pulliainen, Erkki",1938,2022,"Male","46-55","1960-2000","Very Short","vallankumous","kuusikko kuusiko paikka metsä harva kaadtaa pois uusiutua ed tiuri käyttää vihreä vallankumous -termiä alkä käyttä ed tiuri paha sana aika 50- 60#luku perustua dd n käyttö vieläkin","kuusikko kuusiko paikka metsä harva kaadtaa pois uusiutua ed tiuri käyttää vihreä vallankumous -termiä alkä käyttä ed tiuri paha sana aika 50- 60luku perustua dd n käyttö vieläkin","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2008_1_081_114","Karimäki, Johanna",1973,NA,"Female","25-35","2001-Present","Short","vallankumous","fossiilinen polttoaia halpa uusi teknologioi nousta korjata markkinavirhe vauria jälki#polvi ilmasto#muutos teollinen vallankumous markkinavirhe korjaaminen synnyttää voittaja häviäjä voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen maailma pyöriä liia","fossiilinen polttoaia halpa uusi teknologioi nousta korjata markkinavirhe vauria jälkipolvi ilmastomuutos teollinen vallankumous markkinavirhe korjaaminen synnyttää voittaja häviäjä voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen maailma pyöriä liia","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2010_1_135_015","Pulliainen, Erkki",1938,2022,"Male","66+","2001-Present","Very Short","vallankumous","kenkätehta johtaja toimijka käydä semmoinen näppärä juttu syntymä#aika muuttua tunnetus yleinen syy pelastaa asia mielenkiintoinen linkki nimittäin venäjä tulla vallankumous koskettaa odessa ukraina seuraus paeta ukraina suon tampere osua väärä puoli rintamalinja","kenkätehta johtaja toimijka käydä semmoinen näppärä juttu syntymäaika muuttua tunnetus yleinen syy pelastaa asia mielenkiintoinen linkki nimittäin venäjä tulla vallankumous koskettaa odessa ukraina seuraus paeta ukraina suon tampere osua väärä puoli rintamalinja","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2016_1_062_006","Hassi, Satu",1951,NA,"Female","56-65","2001-Present","Very Short","sisällissota","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällis#sota suomi komeilla moni kansain#välinen vertailu kärki kärki tuntua yhteys nainen asea suku#puoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","äänioi-keus hieno hattu sonnustautua säätyläisnais rinnalla vaatimus yleinen äänioikeus sisältyä punainen julistus lukea tampere raatihuoa parvekkeel ihminen suurlakkokokouknen maa itsenäisyys kuukausi käydä verinen sisällissota suomi komeilla moni kansainvälinen vertailu kärki kärki tuntua yhteys nainen asea sukupuoli tasa-arvo ihmisoikeuksinen kansalaisvapauksinen puhua ikään muu","Center",0,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2009_1_070_132","Karimäki, Johanna",1973,NA,"Female","36-45","2001-Present","Short","vallankumous","talous#asian#tuntija sterni ilmasto#muutos aika laaja-alaa markkinavirhän fossiilinen polttoaia halpa uusi teknologioi nousta ilmasto#muutos teollinen vallankumous markkinavirhe korjaaminen synnyttää voittaja häviäjä voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen arvoisa puhe#mies maailma","talousasiantuntija sterni ilmastomuutos aika laaja-alaa markkinavirhän fossiilinen polttoaia halpa uusi teknologioi nousta ilmastomuutos teollinen vallankumous markkinavirhe korjaaminen synnyttää voittaja häviäjä voittaja nopeasti omaksua tekniikka hyötyjä lopulta ihminen arvoisa puhemies maailma","Center",1,0
"Vihreä liitto","http://ldf.fi/semparl/speeches/s2009_1_089_080","Pulliainen, Erkki",1938,2022,"Male","66+","2001-Present","Very Short","vallankumous","arvoisa puhe#mies sanoa vakavasti ed tennilä isä käydä koulu pietari odessa kenkätehta johtaja vallankumous tulla venäjä elikkä suhde arvoisa puhe#mies vakuuttua valtio#neuvosto in corpore äärimmäinen pragmaattinen asia","arvoisa puhemies sanoa vakavasti ed tennilä isä käydä koulu pietari odessa kenkätehta johtaja vallankumous tulla venäjä elikkä suhde arvoisa puhemies vakuuttua valtioneuvosto in corpore äärimmäinen pragmaattinen asia","Center",1,0
NA,"http://ldf.fi/semparl/speeches/s1993_1_090_023","Laukkanen, Vesa",1956,NA,"Male","36-45","1960-2000","Very Long","vallankumous","viikko kotimaa-lehti kantea kysymys vaihtuuko maa moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä tällainen ajattelu uskoa maa vaihdu","viikko kotimaa-lehti kantea kysymys vaihtuuko maa moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä moraali vastaus sisäsivu kertoa eräs kristity mainita filosofi tuomari kanta valta vaihtuminen alkaa koplauknen vallankumous alkaa ed jaakonsaari hiljainen vallankumous valtava uskoa pelkästään asias henkilö mahdollisesti valtakunnanoikeus yhä tällainen ajattelu uskoa maa vaihdu",NA,1,0
